Year,CoC Number,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (SH),Total Year-Round Beds (TH)
2012,IL-507,652.0,408,0.0,244
2012,IL-508,250.0,99,0.0,151
2012,IL-509,116.0,54,0.0,62
2012,IL-510,6056.0,2523,41.0,3492
2012,IL-511,851.0,198,15.0,638
2012,IL-512,552.0,358,24.0,170
2012,IL-513,243.0,137,0.0,106
2012,MA-500,5698.0,4222,6.0,1470
2012,MA-502,496.0,410,0.0,86
2012,MA-503,345.0,243,0.0,102
2012,MA-504,1423.0,1041,12.0,370
2012,MD-511,47.0,10,0.0,37
2012,MD-512,264.0,159,0.0,105
2012,MD-513,188.0,137,0.0,51
2012,MD-600,424.0,186,0.0,238
2012,MD-601,638.0,274,40.0,324
2012,ME-500,2072.0,743,0.0,1329
2012,ME-502,603.0,346,15.0,242
2012,MI-500,2550.0,1177,0.0,1373
2012,MI-501,3012.0,1633,21.0,1358
2012,MI-502,481.0,152,16.0,313
2012,MI-503,272.0,153,0.0,119
2012,MI-504,392.0,101,0.0,291
2012,MI-505,323.0,211,0.0,112
2012,MI-506,782.0,315,0.0,467
2012,MI-507,855.0,455,0.0,400
2012,MI-508,450.0,332,0.0,118
2012,MI-509,362.0,197,0.0,165
2012,MI-510,367.0,163,6.0,198
2012,MI-511,113.0,63,0.0,50
2012,MI-512,256.0,116,0.0,140
2012,MI-513,84.0,64,0.0,20
2012,MI-514,240.0,182,0.0,58
2012,WV-500,120.0,68,0.0,52
2012,MD-510,30.0,21,0.0,9
2012,MD-509,210.0,41,0.0,169
2012,MD-508,321.0,181,0.0,140
2012,MA-516,769.0,518,0.0,251
2012,MA-505,426.0,136,0.0,290
2012,MA-506,1491.0,895,13.0,583
2012,MA-507,602.0,219,0.0,383
2012,MA-508,523.0,406,0.0,117
2012,MA-509,398.0,233,0.0,165
2012,MA-510,568.0,444,11.0,113
2012,MA-511,202.0,202,0.0,0
2012,MA-512,252.0,84,12.0,156
2012,MA-513,119.0,92,0.0,27
2012,MA-515,283.0,166,0.0,117
2012,MA-517,146.0,115,0.0,31
2012,MD-507,205.0,125,0.0,80
2012,MA-518,177.0,89,0.0,88
2012,MA-519,269.0,193,0.0,76
2012,MA-520,595.0,480,0.0,115
2012,MD-500,111.0,60,0.0,51
2012,MD-501,2210.0,874,39.0,1297
2012,MD-502,148.0,61,0.0,87
2012,MD-503,245.0,147,0.0,98
2012,MD-504,138.0,50,0.0,88
2012,MD-505,498.0,407,0.0,91
2012,MD-506,92.0,53,25.0,14
2012,GA-504,531.0,319,0.0,212
2012,GA-503,154.0,64,0.0,90
2012,GA-501,2794.0,1432,0.0,1362
2012,CA-602,2377.0,387,0.0,1990
2012,CA-506,922.0,216,0.0,706
2012,CA-507,531.0,170,0.0,361
2012,CA-508,607.0,344,0.0,263
2012,CA-509,152.0,103,0.0,49
2012,CA-510,688.0,284,0.0,404
2012,CA-511,1434.0,763,0.0,671
2012,CA-512,745.0,141,0.0,604
2012,CA-513,575.0,237,0.0,338
2012,CA-514,1036.0,368,24.0,644
2012,CA-515,505.0,195,0.0,310
2012,CA-516,500.0,128,0.0,372
2012,CA-517,140.0,85,0.0,55
2012,CA-518,514.0,190,0.0,324
2012,CA-519,417.0,230,0.0,187
2012,CA-520,202.0,91,0.0,111
2012,CA-521,292.0,95,0.0,197
2012,CA-522,394.0,234,0.0,160
2012,CA-523,214.0,72,0.0,142
2012,CA-524,342.0,162,0.0,180
2012,CA-525,190.0,63,0.0,127
2012,CA-526,186.0,102,0.0,84
2012,CA-528,28.0,28,0.0,0
2012,CA-600,12758.0,4477,21.0,8260
2012,CA-505,937.0,484,0.0,453
2012,CA-504,1171.0,519,0.0,652
2012,CA-503,1660.0,649,0.0,1011
2012,AR-500,1009.0,494,0.0,515
2012,AK-500,1001.0,571,0.0,430
2012,AK-501,876.0,620,0.0,256
2012,AL-500,1131.0,350,34.0,747
2012,AL-501,379.0,251,0.0,128
2012,AL-502,250.0,44,0.0,206
2012,AL-503,581.0,449,0.0,132
2012,AL-504,413.0,133,0.0,280
2012,AL-505,481.0,258,0.0,223
2012,AL-506,161.0,28,0.0,133
2012,AL-507,901.0,503,0.0,398
2012,AR-501,254.0,140,0.0,114
2012,CA-502,2263.0,875,0.0,1388
2012,AR-503,934.0,633,0.0,301
2012,AR-504,178.0,140,0.0,38
2012,AR-505,129.0,105,0.0,24
2012,AR-507,105.0,68,0.0,37
2012,AR-512,53.0,30,0.0,23
2012,AZ-500,1752.0,1038,0.0,714
2012,AZ-501,1845.0,677,15.0,1153
2012,AZ-502,5641.0,2556,25.0,3060
2012,CA-500,1794.0,756,10.0,1028
2012,CA-501,2959.0,1875,25.0,1059
2012,CA-601,4334.0,474,59.0,3801
2012,CA-603,788.0,432,0.0,356
2012,GA-500,4720.0,2201,20.0,2499
2012,CA-604,685.0,464,0.0,221
2012,FL-505,403.0,164,0.0,239
2012,FL-506,696.0,286,0.0,410
2012,FL-507,2824.0,1094,25.0,1705
2012,FL-508,504.0,253,0.0,251
2012,FL-509,233.0,97,0.0,136
2012,FL-510,1700.0,832,0.0,868
2012,FL-511,822.0,260,0.0,562
2012,FL-512,218.0,72,0.0,146
2012,FL-513,873.0,126,0.0,747
2012,FL-514,417.0,220,0.0,197
2012,FL-515,272.0,84,0.0,188
2012,FL-516,71.0,40,0.0,31
2012,FL-517,125.0,64,0.0,61
2012,FL-518,107.0,56,0.0,51
2012,FL-519,224.0,180,0.0,44
2012,FL-520,433.0,201,0.0,232
2012,FL-600,3486.0,1630,28.0,1828
2012,FL-601,2213.0,774,35.0,1404
2012,FL-602,224.0,64,4.0,156
2012,FL-603,520.0,260,0.0,260
2012,FL-604,437.0,247,0.0,190
2012,FL-605,843.0,385,16.0,442
2012,FL-606,359.0,244,0.0,115
2012,FL-504,598.0,105,0.0,493
2012,FL-503,416.0,222,0.0,194
2012,FL-502,2218.0,1320,45.0,853
2012,CO-503,4674.0,1574,25.0,3075
2012,CA-605,279.0,22,10.0,247
2012,CA-606,1063.0,355,25.0,683
2012,CA-607,249.0,121,0.0,128
2012,CA-608,1340.0,611,0.0,729
2012,CA-609,1200.0,383,0.0,817
2012,CA-611,140.0,64,0.0,76
2012,CA-612,142.0,50,0.0,92
2012,CA-613,188.0,112,0.0,76
2012,CA-614,203.0,130,0.0,73
2012,CO-500,1052.0,573,0.0,479
2012,CO-504,810.0,348,0.0,462
2012,FL-501,1265.0,448,25.0,792
2012,CT-501,614.0,342,0.0,272
2012,CT-502,585.0,261,0.0,324
2012,CT-503,443.0,234,0.0,209
2012,CT-505,1369.0,882,0.0,487
2012,CT-506,150.0,150,0.0,0
2012,CT-508,217.0,128,0.0,89
2012,CT-512,161.0,161,0.0,0
2012,DC-500,6243.0,3317,0.0,2926
2012,DE-500,1239.0,529,10.0,700
2012,FL-500,771.0,434,0.0,337
2012,MI-516,275.0,149,0.0,126
2012,MI-515,140.0,106,0.0,34
2012,MI-518,99.0,47,0.0,52
2012,TN-512,355.0,210,0.0,145
2012,PA-511,439.0,101,0.0,338
2012,PA-512,394.0,213,0.0,181
2012,PA-600,1479.0,413,70.0,996
2012,PA-601,791.0,362,32.0,397
2012,PA-602,525.0,316,0.0,209
2012,PA-603,130.0,43,0.0,87
2012,PA-605,468.0,272,0.0,196
2012,PR-502,1479.0,342,22.0,1115
2012,PR-503,720.0,241,55.0,424
2012,RI-500,1162.0,689,17.0,456
2012,SC-500,354.0,171,0.0,183
2012,SC-501,2802.0,933,12.0,1857
2012,SC-502,1068.0,449,0.0,619
2012,SC-503,601.0,293,0.0,308
2012,SD-500,1444.0,890,0.0,554
2012,TN-500,277.0,157,0.0,120
2012,TN-501,1874.0,425,0.0,1449
2012,TN-502,893.0,400,0.0,493
2012,TN-503,343.0,172,0.0,171
2012,TN-504,1577.0,685,16.0,876
2012,TN-506,265.0,193,0.0,72
2012,TN-507,285.0,176,8.0,101
2012,TN-509,467.0,353,0.0,114
2012,PA-510,641.0,237,0.0,404
2012,PA-509,948.0,417,0.0,531
2012,PA-508,245.0,56,4.0,185
2012,OR-502,566.0,243,0.0,323
2012,OK-500,301.0,208,0.0,93
2012,OK-501,819.0,511,50.0,258
2012,OK-502,1241.0,975,0.0,266
2012,OK-503,223.0,189,0.0,34
2012,OK-504,201.0,46,0.0,155
2012,OK-505,435.0,337,0.0,98
2012,OK-506,336.0,217,9.0,110
2012,OK-507,457.0,412,0.0,45
2012,OR-500,726.0,463,0.0,263
2012,OR-501,2588.0,595,0.0,1993
2012,OR-503,338.0,139,0.0,199
2012,PA-507,1264.0,651,0.0,613
2012,OR-505,2566.0,1099,5.0,1462
2012,OR-506,329.0,98,10.0,221
2012,OR-507,136.0,34,0.0,102
2012,PA-500,5750.0,3387,70.0,2293
2012,PA-501,398.0,197,25.0,176
2012,PA-502,606.0,330,0.0,276
2012,PA-503,235.0,102,0.0,133
2012,PA-504,429.0,192,0.0,237
2012,PA-505,835.0,348,8.0,479
2012,PA-506,473.0,188,0.0,285
2012,TN-510,156.0,116,0.0,40
2012,TX-500,2272.0,1434,44.0,794
2012,OH-507,4543.0,2094,10.0,2439
2012,TX-501,942.0,610,0.0,332
2012,VA-514,155.0,111,0.0,44
2012,VA-517,99.0,87,0.0,12
2012,VA-518,149.0,146,0.0,3
2012,VA-521,771.0,378,0.0,393
2012,VA-600,271.0,126,4.0,141
2012,VA-601,1156.0,396,8.0,752
2012,VA-602,149.0,77,0.0,72
2012,VA-603,308.0,161,12.0,135
2012,VA-604,299.0,106,0.0,193
2012,VI-500,158.0,99,0.0,59
2012,VT-500,645.0,338,6.0,301
2012,VT-501,336.0,228,0.0,108
2012,WA-500,6737.0,2590,45.0,4102
2012,WA-501,4356.0,1857,0.0,2499
2012,WA-502,1199.0,633,0.0,566
2012,WA-503,1776.0,488,0.0,1288
2012,WA-504,1541.0,400,0.0,1141
2012,WA-507,593.0,335,0.0,258
2012,WA-508,764.0,161,10.0,593
2012,WI-500,3894.0,2060,7.0,1827
2012,WI-501,1571.0,745,43.0,783
2012,WI-502,305.0,199,0.0,106
2012,WI-503,614.0,302,14.0,298
2012,VA-513,247.0,189,0.0,58
2012,VA-510,168.0,160,0.0,8
2012,VA-509,68.0,46,0.0,22
2012,TX-701,280.0,207,0.0,73
2012,TX-503,1173.0,627,16.0,530
2012,TX-504,111.0,57,0.0,54
2012,TX-600,3689.0,2115,25.0,1549
2012,TX-601,2183.0,1264,21.0,898
2012,TX-603,1302.0,752,20.0,530
2012,TX-604,282.0,121,0.0,161
2012,TX-607,4772.0,3720,0.0,1052
2012,TX-611,649.0,580,0.0,69
2012,TX-624,294.0,294,0.0,0
2012,TX-700,4318.0,1191,25.0,3102
2012,TX-703,613.0,228,0.0,385
2012,VA-508,245.0,138,0.0,107
2012,UT-500,1953.0,966,49.0,938
2012,UT-503,948.0,449,0.0,499
2012,UT-504,119.0,71,0.0,48
2012,VA-500,906.0,334,10.0,562
2012,VA-501,542.0,340,0.0,202
2012,VA-502,738.0,642,0.0,96
2012,VA-503,396.0,125,0.0,271
2012,VA-504,167.0,97,0.0,70
2012,VA-505,554.0,291,22.0,241
2012,VA-507,126.0,72,0.0,54
2012,MI-519,392.0,158,0.0,234
2012,OH-508,457.0,246,20.0,191
2012,OH-506,659.0,313,10.0,336
2012,NJ-508,277.0,100,0.0,177
2012,NC-503,3200.0,2036,0.0,1164
2012,NC-504,810.0,378,0.0,432
2012,NC-505,2102.0,726,0.0,1376
2012,NC-506,482.0,334,0.0,148
2012,NC-507,966.0,505,0.0,461
2012,NC-509,213.0,107,13.0,93
2012,NC-511,316.0,131,0.0,185
2012,NC-513,100.0,64,0.0,36
2012,NC-516,137.0,104,0.0,33
2012,ND-500,724.0,567,0.0,157
2012,NE-500,991.0,473,0.0,518
2012,NE-501,1597.0,888,0.0,709
2012,NE-502,1079.0,327,0.0,752
2012,NH-500,751.0,448,0.0,303
2012,NH-501,350.0,158,4.0,188
2012,NH-502,252.0,69,5.0,178
2012,NJ-500,415.0,399,0.0,16
2012,NJ-501,356.0,136,0.0,220
2012,NJ-502,528.0,490,0.0,38
2012,NJ-503,408.0,161,0.0,247
2012,NJ-504,2123.0,1412,0.0,711
2012,NJ-505,150.0,108,0.0,42
2012,NJ-506,528.0,279,0.0,249
2012,NC-502,710.0,329,0.0,381
2012,NC-501,502.0,192,0.0,310
2012,NC-500,533.0,327,0.0,206
2012,MN-511,100.0,33,0.0,67
2012,MI-523,136.0,56,0.0,80
2012,MN-500,3108.0,1984,0.0,1124
2012,MN-501,1221.0,536,10.0,675
2012,MN-502,408.0,211,0.0,197
2012,MN-503,662.0,259,0.0,403
2012,MN-504,84.0,28,0.0,56
2012,MN-505,457.0,187,0.0,270
2012,MN-506,264.0,103,0.0,161
2012,MN-508,177.0,103,0.0,74
2012,MN-509,398.0,153,0.0,245
2012,MO-500,495.0,152,0.0,343
2012,MT-500,1411.0,687,0.0,724
2012,MO-501,1454.0,686,19.0,749
2012,MO-503,379.0,114,0.0,265
2012,MO-600,619.0,197,0.0,422
2012,MO-602,978.0,673,0.0,305
2012,MO-603,146.0,95,18.0,33
2012,MO-604,1857.0,1049,10.0,798
2012,MO-606,2325.0,1522,8.0,795
2012,MS-500,585.0,215,0.0,370
2012,MS-501,861.0,554,0.0,307
2012,MS-503,96.0,83,0.0,13
2012,OH-505,962.0,480,25.0,457
2012,NJ-507,381.0,172,0.0,209
2012,NJ-509,280.0,132,20.0,128
2012,NY-511,329.0,181,0.0,148
2012,NJ-510,118.0,67,0.0,51
2012,NY-514,80.0,54,0.0,26
2012,NY-516,150.0,92,0.0,58
2012,NY-517,92.0,24,0.0,68
2012,NY-518,219.0,140,0.0,79
2012,NY-519,37.0,25,0.0,12
2012,NY-520,6.0,6,0.0,0
2012,NY-522,88.0,46,0.0,42
2012,NY-523,130.0,57,0.0,73
2012,NY-524,230.0,88,0.0,142
2012,NY-600,57922.0,48784,139.0,8999
2012,NY-601,466.0,264,0.0,202
2012,NY-602,289.0,234,0.0,55
2012,NY-603,2528.0,1743,0.0,785
2012,NY-604,2128.0,730,0.0,1398
2012,NY-606,115.0,61,0.0,54
2012,NY-607,19.0,10,9.0,0
2012,NY-608,321.0,291,0.0,30
2012,OH-500,1552.0,640,0.0,912
2012,OH-501,934.0,474,12.0,448
2012,OH-502,2164.0,960,20.0,1184
2012,OH-503,952.0,759,0.0,193
2012,OH-504,276.0,178,1.0,97
2012,NY-512,119.0,83,0.0,36
2012,NY-513,121.0,97,0.0,24
2012,NY-510,58.0,22,0.0,36
2012,NV-500,3305.0,2074,25.0,1206
2012,NJ-511,517.0,410,0.0,107
2012,NJ-512,58.0,28,0.0,30
2012,NJ-513,364.0,190,0.0,174
2012,NJ-514,681.0,269,0.0,412
2012,NJ-515,344.0,219,0.0,125
2012,NJ-516,218.0,159,0.0,59
2012,NJ-518,50.0,14,0.0,36
2012,NJ-520,86.0,81,0.0,5
2012,NM-500,824.0,348,0.0,476
2012,NY-509,42.0,32,0.0,10
2012,NM-501,1721.0,1070,0.0,651
2012,NV-501,983.0,549,0.0,434
2012,NV-502,342.0,228,0.0,114
2012,NY-500,771.0,501,12.0,258
2012,NY-501,380.0,95,0.0,285
2012,NY-502,77.0,52,0.0,25
2012,NY-503,443.0,308,0.0,135
2012,NY-504,41.0,24,0.0,17
2012,NY-505,768.0,379,0.0,389
2012,NY-506,30.0,30,0.0,0
2012,NY-507,204.0,158,0.0,46
2012,NY-508,987.0,565,16.0,406
2011,WV-500,143.0,103,0.0,40
2011,WY-500,753.0,514,0.0,239
2011,WV-508,950.0,604,0.0,346
2011,WV-503,445.0,312,0.0,133
2011,WV-501,340.0,185,11.0,144
2011,GA-501,3056.0,1531,0.0,1525
2011,WI-503,634.0,323,14.0,297
2011,NY-507,180.0,145,0.0,35
2011,NY-505,725.0,377,0.0,348
2011,NY-504,41.0,24,0.0,17
2011,NY-503,466.0,279,0.0,187
2011,NY-502,62.0,53,0.0,9
2011,NY-501,320.0,49,0.0,271
2011,NY-500,750.0,484,12.0,254
2011,NV-502,284.0,210,0.0,74
2011,NV-501,713.0,421,0.0,292
2011,NV-500,3778.0,852,25.0,2901
2011,NM-501,1899.0,1262,0.0,637
2011,NM-500,898.0,367,0.0,531
2011,NJ-520,84.0,77,0.0,7
2011,NJ-518,36.0,0,0.0,36
2011,NJ-516,188.0,152,0.0,36
2011,NJ-515,327.0,220,0.0,107
2011,NJ-514,620.0,249,0.0,371
2011,NJ-513,302.0,174,0.0,128
2011,NJ-512,63.0,34,0.0,29
2011,NJ-511,395.0,278,0.0,117
2011,NJ-510,106.0,55,0.0,51
2011,NJ-509,280.0,132,20.0,128
2011,NJ-508,241.0,73,0.0,168
2011,NJ-507,361.0,172,0.0,189
2011,NY-506,30.0,30,0.0,0
2011,NY-508,929.0,487,16.0,426
2011,OH-502,2143.0,1160,20.0,963
2011,NY-509,44.0,24,0.0,20
2011,OH-500,1349.0,608,0.0,741
2011,NY-608,107.0,77,0.0,30
2011,NY-607,19.0,10,9.0,0
2011,NY-606,119.0,61,0.0,58
2011,NY-605,745.0,566,0.0,179
2011,NY-604,2542.0,644,0.0,1898
2011,NY-603,1900.0,1279,0.0,621
2011,NY-602,255.0,209,0.0,46
2011,NY-601,461.0,264,0.0,197
2011,NY-600,52692.0,45767,106.0,6819
2011,NY-524,248.0,81,0.0,167
2011,NY-523,110.0,60,0.0,50
2011,NY-522,194.0,44,0.0,150
2011,NY-520,15.0,15,0.0,0
2011,NY-519,33.0,25,0.0,8
2011,NY-518,202.0,126,0.0,76
2011,NY-517,74.0,24,0.0,50
2011,NY-516,150.0,92,0.0,58
2011,NY-514,142.0,79,0.0,63
2011,NY-513,111.0,87,0.0,24
2011,NY-512,100.0,65,0.0,35
2011,NY-511,263.0,108,0.0,155
2011,NY-510,54.0,18,0.0,36
2011,NJ-506,457.0,249,0.0,208
2011,NJ-505,146.0,104,8.0,34
2011,NJ-504,2373.0,1570,0.0,803
2011,NJ-503,455.0,191,0.0,264
2011,MO-606,2559.0,1715,8.0,836
2011,MO-604,2120.0,1052,10.0,1058
2011,MO-603,143.0,95,18.0,30
2011,MO-602,422.0,142,0.0,280
2011,MO-600,589.0,136,0.0,453
2011,MO-503,455.0,118,0.0,337
2011,MO-501,1287.0,558,15.0,714
2011,MO-500,561.0,324,0.0,237
2011,MN-511,107.0,43,0.0,64
2011,MN-509,380.0,152,0.0,228
2011,MN-508,149.0,78,0.0,71
2011,MN-506,233.0,81,11.0,141
2011,MN-505,453.0,187,0.0,266
2011,MN-504,94.0,31,0.0,63
2011,MN-503,598.0,196,0.0,402
2011,MN-502,370.0,197,0.0,173
2011,MN-501,1401.0,565,10.0,826
2011,MN-500,3188.0,2068,0.0,1120
2011,WI-502,322.0,206,0.0,116
2011,MI-523,136.0,56,0.0,80
2011,MI-518,104.0,41,0.0,63
2011,MI-517,381.0,120,0.0,261
2011,MI-516,487.0,122,0.0,365
2011,MS-500,545.0,152,0.0,393
2011,MS-501,747.0,494,3.0,250
2011,MS-503,81.0,43,0.0,38
2011,NC-516,132.0,100,0.0,32
2011,NJ-502,489.0,451,0.0,38
2011,NJ-501,238.0,122,0.0,116
2011,NJ-500,415.0,399,0.0,16
2011,NH-502,321.0,93,5.0,223
2011,NH-501,301.0,120,4.0,177
2011,NH-500,738.0,445,0.0,293
2011,NE-502,943.0,335,0.0,608
2011,NE-501,1568.0,867,0.0,701
2011,NE-500,1296.0,671,0.0,625
2011,ND-500,739.0,585,0.0,154
2011,NC-513,95.0,66,0.0,29
2011,MT-500,1207.0,699,0.0,508
2011,NC-511,302.0,121,0.0,181
2011,NC-509,197.0,130,0.0,67
2011,NC-507,960.0,562,0.0,398
2011,NC-506,475.0,331,0.0,144
2011,NC-505,2326.0,1140,0.0,1186
2011,NC-504,921.0,411,0.0,510
2011,NC-503,3260.0,2035,0.0,1225
2011,NC-502,588.0,234,0.0,354
2011,NC-501,500.0,192,0.0,308
2011,NC-500,521.0,296,0.0,225
2011,OH-501,950.0,488,12.0,450
2011,OH-503,942.0,766,0.0,176
2011,MI-514,207.0,124,0.0,83
2011,VA-503,380.0,125,0.0,255
2011,VA-501,571.0,364,0.0,207
2011,VA-500,968.0,310,10.0,648
2011,UT-504,160.0,73,0.0,87
2011,UT-503,1048.0,512,0.0,536
2011,UT-500,1746.0,916,49.0,781
2011,TX-703,722.0,259,0.0,463
2011,TX-702,270.0,150,0.0,120
2011,TX-701,302.0,207,0.0,95
2011,TX-700,4695.0,1378,25.0,3292
2011,TX-624,284.0,284,0.0,0
2011,TX-611,609.0,526,0.0,83
2011,TX-610,76.0,58,0.0,18
2011,TX-607,4186.0,3267,0.0,919
2011,TX-604,286.0,109,16.0,161
2011,TX-603,1298.0,777,20.0,501
2011,TX-601,2264.0,1344,20.0,900
2011,TX-600,4675.0,2169,45.0,2461
2011,TX-504,144.0,104,0.0,40
2011,TX-503,1214.0,607,16.0,591
2011,TX-501,952.0,664,0.0,288
2011,TX-500,2346.0,1332,44.0,970
2011,TN-512,378.0,270,0.0,108
2011,TN-510,153.0,127,0.0,26
2011,VA-502,635.0,408,0.0,227
2011,VA-504,180.0,92,0.0,88
2011,OH-504,298.0,181,1.0,116
2011,VA-505,580.0,237,22.0,321
2011,WA-507,542.0,335,0.0,207
2011,WA-504,1468.0,394,0.0,1074
2011,WA-503,1865.0,409,0.0,1456
2011,WA-502,1408.0,682,0.0,726
2011,WA-501,3956.0,1800,0.0,2156
2011,WA-500,6861.0,2503,45.0,4313
2011,VT-501,278.0,189,0.0,89
2011,VT-500,527.0,265,6.0,256
2011,VI-500,195.0,71,0.0,124
2011,VA-604,349.0,138,0.0,211
2011,VA-603,355.0,195,12.0,148
2011,VA-602,142.0,77,0.0,65
2011,VA-601,1204.0,402,8.0,794
2011,VA-600,274.0,126,5.0,143
2011,VA-521,901.0,457,0.0,444
2011,VA-518,170.0,142,0.0,28
2011,VA-517,58.0,46,0.0,12
2011,VA-514,143.0,111,0.0,32
2011,VA-513,234.0,168,0.0,66
2011,VA-510,89.0,81,0.0,8
2011,VA-509,68.0,46,0.0,22
2011,VA-508,246.0,137,0.0,109
2011,VA-507,143.0,72,0.0,71
2011,TN-509,466.0,346,0.0,120
2011,TN-507,479.0,243,8.0,228
2011,TN-506,277.0,217,0.0,60
2011,TN-504,1606.0,725,16.0,865
2011,PA-503,238.0,102,0.0,136
2011,PA-502,684.0,371,0.0,313
2011,PA-501,388.0,187,25.0,176
2011,PA-500,6103.0,3727,70.0,2306
2011,OR-507,136.0,34,0.0,102
2011,OR-506,274.0,98,10.0,166
2011,OR-505,2549.0,1160,5.0,1384
2011,OR-503,345.0,135,0.0,210
2011,OR-502,589.0,246,0.0,343
2011,OR-501,2629.0,606,0.0,2023
2011,OR-500,855.0,445,28.0,382
2011,OK-507,490.0,418,0.0,72
2011,OK-506,200.0,130,9.0,61
2011,OK-505,404.0,327,0.0,77
2011,OK-504,195.0,44,0.0,151
2011,OK-503,191.0,122,0.0,69
2011,OK-502,1042.0,781,0.0,261
2011,OK-501,820.0,517,50.0,253
2011,OK-500,290.0,192,0.0,98
2011,OH-508,406.0,214,20.0,172
2011,OH-507,4028.0,1897,10.0,2121
2011,OH-506,683.0,304,8.0,371
2011,OH-505,894.0,479,25.0,390
2011,PA-504,460.0,204,0.0,256
2011,PA-505,799.0,323,8.0,468
2011,PA-506,479.0,186,0.0,293
2011,PR-503,793.0,262,55.0,476
2011,TN-503,345.0,194,0.0,151
2011,TN-502,876.0,402,0.0,474
2011,TN-501,1865.0,466,0.0,1399
2011,TN-500,301.0,169,0.0,132
2011,SD-500,1319.0,718,0.0,601
2011,SC-503,680.0,326,0.0,354
2011,SC-502,908.0,327,0.0,581
2011,SC-501,1736.0,825,12.0,899
2011,SC-500,467.0,209,0.0,258
2011,RI-500,1300.0,767,18.0,515
2011,PR-502,1260.0,356,22.0,882
2011,PA-507,1247.0,633,0.0,614
2011,PA-605,462.0,281,0.0,181
2011,PA-603,130.0,43,0.0,87
2011,PA-602,476.0,325,0.0,151
2011,PA-601,742.0,341,32.0,369
2011,PA-600,1484.0,478,38.0,968
2011,PA-512,390.0,213,0.0,177
2011,PA-511,489.0,96,0.0,393
2011,PA-510,642.0,260,0.0,382
2011,PA-509,921.0,325,0.0,596
2011,PA-508,229.0,53,0.0,176
2011,MI-515,122.0,88,0.0,34
2011,MI-519,410.0,158,0.0,252
2011,MI-513,93.0,47,0.0,46
2011,FL-501,1234.0,435,25.0,774
2011,DE-500,1216.0,515,10.0,691
2011,DC-500,6479.0,3427,0.0,3052
2011,CT-512,166.0,166,0.0,0
2011,CT-508,246.0,128,0.0,118
2011,CT-506,146.0,146,0.0,0
2011,CT-505,1426.0,885,0.0,541
2011,CT-503,523.0,313,0.0,210
2011,CT-502,710.0,266,0.0,444
2011,CT-501,689.0,429,0.0,260
2011,CO-504,826.0,355,0.0,471
2011,CO-503,4394.0,1602,25.0,2767
2011,CO-500,1141.0,662,0.0,479
2011,CA-614,204.0,134,0.0,70
2011,CA-613,183.0,107,0.0,76
2011,CA-612,148.0,50,0.0,98
2011,CA-611,234.0,105,0.0,129
2011,CA-609,1128.0,414,0.0,714
2011,CA-608,1420.0,704,0.0,716
2011,CA-607,270.0,126,0.0,144
2011,CA-606,1031.0,347,25.0,659
2011,CA-605,292.0,13,10.0,269
2011,CA-604,716.0,456,0.0,260
2011,CA-603,1044.0,475,0.0,569
2011,FL-500,1032.0,433,0.0,599
2011,FL-502,2117.0,1224,45.0,848
2011,CA-601,3982.0,389,59.0,3534
2011,FL-503,434.0,200,0.0,234
2011,FL-605,880.0,398,16.0,466
2011,FL-604,418.0,228,0.0,190
2011,FL-603,520.0,260,0.0,260
2011,MI-512,241.0,97,0.0,144
2011,FL-601,2764.0,717,35.0,2012
2011,FL-600,3406.0,1429,28.0,1949
2011,FL-520,435.0,190,0.0,245
2011,FL-519,221.0,161,0.0,60
2011,FL-518,105.0,54,0.0,51
2011,FL-517,125.0,64,0.0,61
2011,FL-516,106.0,40,0.0,66
2011,FL-515,271.0,104,0.0,167
2011,FL-514,672.0,219,0.0,453
2011,FL-513,677.0,124,0.0,553
2011,FL-512,232.0,81,0.0,151
2011,FL-511,718.0,200,0.0,518
2011,FL-510,1747.0,827,0.0,920
2011,FL-509,233.0,109,0.0,124
2011,FL-508,491.0,267,0.0,224
2011,FL-507,2837.0,1112,25.0,1700
2011,FL-506,799.0,333,0.0,466
2011,FL-505,357.0,150,0.0,207
2011,FL-504,611.0,95,0.0,516
2011,CA-602,2614.0,434,0.0,2180
2011,CA-600,13469.0,5071,45.0,8353
2011,GA-500,5890.0,2496,0.0,3394
2011,CA-501,2713.0,1851,25.0,837
2011,AZ-502,5150.0,2511,25.0,2614
2011,AZ-501,1917.0,607,15.0,1295
2011,AZ-500,1681.0,973,0.0,708
2011,AR-512,53.0,30,0.0,23
2011,AR-507,105.0,68,0.0,37
2011,AR-505,186.0,152,0.0,34
2011,AR-504,184.0,132,0.0,52
2011,AR-503,895.0,574,0.0,321
2011,AR-501,246.0,140,0.0,106
2011,AR-500,1041.0,494,0.0,547
2011,AL-507,832.0,419,0.0,413
2011,AL-506,339.0,84,0.0,255
2011,AL-505,405.0,172,0.0,233
2011,AL-504,375.0,119,0.0,256
2011,AL-503,571.0,407,0.0,164
2011,AL-502,291.0,34,0.0,257
2011,AL-501,415.0,265,0.0,150
2011,AL-500,1269.0,330,34.0,905
2011,AK-501,883.0,629,0.0,254
2011,AK-500,1056.0,579,0.0,477
2011,WA-508,569.0,146,10.0,413
2011,WI-500,4105.0,2030,7.0,2068
2011,WI-501,1631.0,765,43.0,823
2011,CA-500,1843.0,661,10.0,1172
